BG,001,574951,394827,1162815,00444,14,YIIP,0,20191105120800,001,043,03,AAA,0164,AAA5i,0164,AB10,0118,AB20,0112,AB30,0130,AB40,0137,AB50,0120,ADA,049,ADB,0057,AEA,137,AEA150,263,AEB,137,AEB150,263,AEC,145,AEC150,249,AED,157,AED150,245,AEF,137,AEF150,263,AFA,016,AFA150,005,AFA150a,055,AFAa,035,AFB,022,AFB150,014,AFC,021,AFC150,010,AFD,017,AFD150,009,AGA,10205,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0505,AJAa,0509,AJAc,0498,AJT,201911051208,ARG10,142,ARG20,143,ARG30,120,ARG40,138,ARG50,155,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9790,ED
BG,001,574951,394827,1162815,00444,14,YIIP,000,20191105120900,001,043,03,AAA,0164,AAA5i,0164,AB10,0119,AB20,0112,AB30,0130,AB40,0137,AB50,0120,ADA,049,ADB,0058,AEA,155,AEA150,250,AEB,155,AEB150,250,AEC,146,AEC150,255,AED,155,AED150,241,AEF,155,AEF150,250,AFA,022,AFA150,002,AFA150a,017,AFAa,022,AFB,016,AFB150,006,AFC,019,AFC150,010,AFD,017,AFD150,007,AGA,10205,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0512,AJAa,0513,AJAc,0510,AJT,201911051209,ARG10,142,ARG20,143,ARG30,120,ARG40,138,ARG50,155,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9749,ED
BG,001,574951,394827,1162815,00444,14,YIIP,000,20191105121000,001,043,03,AAA,0163,AAA5i,0164,AB10,0119,AB20,0112,AB30,0130,AB40,0137,AB50,0120,ADA,048,ADB,0055,AEA,165,AEA150,291,AEB,165,AEB150,291,AEC,161,AEC150,264,AED,159,AED150,251,AEF,165,AEF150,291,AFA,006,AFA150,001,AFA150a,008,AFAa,031,AFB,018,AFB150,004,AFC,017,AFC150,005,AFD,017,AFD150,007,AGA,10204,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0507,AJAa,0512,AJAc,0503,AJT,201911051210,ARG10,142,ARG20,143,ARG30,120,ARG40,138,ARG50,155,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9755,ED
BG,001,574951,394827,1162815,00444,14,YIIP,000,20191105121100,001,043,03,AAA,0165,AAA5i,0164,AB10,0119,AB20,0112,AB30,0130,AB40,0137,AB50,0120,ADA,049,ADB,0056,AEA,136,AEA150,212,AEB,136,AEB150,212,AEC,151,AEC150,238,AED,156,AED150,251,AEF,136,AEF150,212,AFA,027,AFA150,005,AFA150a,022,AFAa,033,AFB,021,AFB150,006,AFC,019,AFC150,005,AFD,018,AFD150,008,AGA,10204,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0515,AJAa,0519,AJAc,0508,AJT,201911051211,ARG10,142,ARG20,143,ARG30,120,ARG40,138,ARG50,155,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9747,ED
BG,001,574951,394827,1162815,00444,14,YIIP,000,20191105121200,001,043,03,AAA,0163,AAA5i,0163,AB10,0119,AB20,0112,AB30,0130,AB40,0137,AB50,0120,ADA,049,ADB,0057,AEA,158,AEA150,248,AEB,158,AEB150,248,AEC,147,AEC150,227,AED,155,AED150,254,AEF,158,AEF150,248,AFA,036,AFA150,013,AFA150a,030,AFAa,040,AFB,025,AFB150,010,AFC,023,AFC150,008,AFD,020,AFD150,008,AGA,10204,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0514,AJAa,0518,AJAc,0511,AJT,201911051212,ARG10,142,ARG20,143,ARG30,120,ARG40,138,ARG50,155,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9769,ED
BG,001,574951,394827,1162815,00444,14,YIIP,000,20191105120800,001,043,03,AAA,0164,AAA5i,0164,AB10,0118,AB20,0112,AB30,0130,AB40,0137,AB50,0120,ADA,049,ADB,0057,AEA,137,AEA150,263,AEB,137,AEB150,263,AEC,145,AEC150,249,AED,157,AED150,245,AEF,137,AEF150,263,AFA,016,AFA150,005,AFA150a,055,AFAa,035,AFB,022,AFB150,014,AFC,021,AFC150,010,AFD,017,AFD150,009,AGA,10205,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0505,AJAa,0509,AJAc,0498,AJT,201911051208,ARG10,142,ARG20,143,ARG30,120,ARG40,138,ARG50,155,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9790,ED
BG,001,574951,394827,1162815,00444,14,YIIP,000,20191105120900,001,043,03,AAA,0164,AAA5i,0164,AB10,0119,AB20,0112,AB30,0130,AB40,0137,AB50,0120,ADA,049,ADB,0058,AEA,155,AEA150,250,AEB,155,AEB150,250,AEC,146,AEC150,255,AED,155,AED150,241,AEF,155,AEF150,250,AFA,022,AFA150,002,AFA150a,017,AFAa,022,AFB,016,AFB150,006,AFC,019,AFC150,010,AFD,017,AFD150,007,AGA,10205,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0512,AJAa,0513,AJAc,0510,AJT,201911051209,ARG10,142,ARG20,143,ARG30,120,ARG40,138,ARG50,155,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9749,ED
BG,001,574951,394827,1162815,00444,14,YIIP,000,20191105121000,001,043,03,AAA,0163,AAA5i,0164,AB10,0119,AB20,0112,AB30,0130,AB40,0137,AB50,0120,ADA,048,ADB,0055,AEA,165,AEA150,291,AEB,165,AEB150,291,AEC,161,AEC150,264,AED,159,AED150,251,AEF,165,AEF150,291,AFA,006,AFA150,001,AFA150a,008,AFAa,031,AFB,018,AFB150,004,AFC,017,AFC150,005,AFD,017,AFD150,007,AGA,10204,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0507,AJAa,0512,AJAc,0503,AJT,201911051210,ARG10,142,ARG20,143,ARG30,120,ARG40,138,ARG50,155,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9755,ED
BG,001,574951,394827,1162815,00444,14,YIIP,000,20191105121100,001,043,03,AAA,0165,AAA5i,0164,AB10,0119,AB20,0112,AB30,0130,AB40,0137,AB50,0120,ADA,049,ADB,0056,AEA,136,AEA150,212,AEB,136,AEB150,212,AEC,151,AEC150,238,AED,156,AED150,251,AEF,136,AEF150,212,AFA,027,AFA150,005,AFA150a,022,AFAa,033,AFB,021,AFB150,006,AFC,019,AFC150,005,AFD,018,AFD150,008,AGA,10204,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0515,AJAa,0519,AJAc,0508,AJT,201911051211,ARG10,142,ARG20,143,ARG30,120,ARG40,138,ARG50,155,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9747,ED
BG,001,574951,394827,1162815,00444,14,YIIP,000,20191105121200,001,043,03,AAA,0163,AAA5i,0163,AB10,0119,AB20,0112,AB30,0130,AB40,0137,AB50,0120,ADA,049,ADB,0057,AEA,158,AEA150,248,AEB,158,AEB150,248,AEC,147,AEC150,227,AED,155,AED150,254,AEF,158,AEF150,248,AFA,036,AFA150,013,AFA150a,030,AFAa,040,AFB,025,AFB150,010,AFC,023,AFC150,008,AFD,020,AFD150,008,AGA,10204,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0514,AJAa,0518,AJAc,0511,AJT,201911051212,ARG10,142,ARG20,143,ARG30,120,ARG40,138,ARG50,155,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9769,ED
