BG,001,57495,394827,1162815,00444,14,YIIP,000,20200812105200,001,043,03,AAA,0319,AAA5i,0321,AB10,0291,AB20,0275,AB30,0266,AB40,0261,AB50,0270,ADA,058,ADB,0228,AEA,112,AEA150,180,AEB,112,AEB150,180,AEC,120,AEC150,195,AED,130,AED150,223,AEF,112,AEF150,180,AFA,015,AFA150,002,AFA150a,034,AFAa,033,AFB,018,AFB150,005,AFC,026,AFC150,009,AFD,024,AFD150,008,AGA,10034,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0404,AJAa,0406,AJAc,0401,AJT,202008121052,ARG10,186,ARG20,152,ARG30,098,ARG40,124,ARG50,141,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9748,ED
BG,001,57495,394827,1162815,00444,14,YIIP,000,20200812105300,001,043,03,AAA,0320,AAA5i,0320,AB10,0291,AB20,0275,AB30,0266,AB40,0261,AB50,0270,ADA,059,ADB,0231,AEA,105,AEA150,219,AEB,105,AEB150,219,AEC,108,AEC150,200,AED,129,AED150,226,AEF,105,AEF150,219,AFA,028,AFA150,005,AFA150a,022,AFAa,029,AFB,022,AFB150,012,AFC,020,AFC150,009,AFD,024,AFD150,007,AGA,10034,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0411,AJAa,0419,AJAc,0405,AJT,202008121053,ARG10,186,ARG20,152,ARG30,098,ARG40,124,ARG50,141,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9756,ED
BG,001,57495,394827,1162815,00444,14,YIIP,000,20200812105400,001,043,03,AAA,0320,AAA5i,0320,AB10,0291,AB20,0275,AB30,0266,AB40,0261,AB50,0270,ADA,060,ADB,0234,AEA,098,AEA150,217,AEB,098,AEB150,217,AEC,102,AEC150,218,AED,126,AED150,227,AEF,098,AEF150,217,AFA,017,AFA150,023,AFA150a,046,AFAa,028,AFB,022,AFB150,020,AFC,022,AFC150,016,AFD,023,AFD150,008,AGA,10034,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0425,AJAa,0428,AJAc,0420,AJT,202008121054,ARG10,186,ARG20,152,ARG30,098,ARG40,124,ARG50,141,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9785,ED
BG,001,57495,394827,1162815,00444,14,YIIP,000,20200812105500,001,043,03,AAA,0319,AAA5i,0320,AB10,0291,AB20,0275,AB30,0266,AB40,0261,AB50,0270,ADA,059,ADB,0230,AEA,127,AEA150,230,AEB,127,AEB150,230,AEC,112,AEC150,222,AED,125,AED150,227,AEF,127,AEF150,230,AFA,027,AFA150,005,AFA150a,055,AFAa,046,AFB,033,AFB150,026,AFC,028,AFC150,023,AFD,023,AFD150,010,AGA,10034,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0416,AJAa,0424,AJAc,0410,AJT,202008121055,ARG10,186,ARG20,152,ARG30,098,ARG40,124,ARG50,141,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9759,ED
BG,001,57495,394827,1162815,00444,14,YIIP,000,20200812105600,001,043,03,AAA,0319,AAA5i,0320,AB10,0291,AB20,0275,AB30,0266,AB40,0261,AB50,0270,ADA,059,ADB,0230,AEA,110,AEA150,235,AEB,110,AEB150,235,AEC,119,AEC150,233,AED,121,AED150,224,AEF,110,AEF150,235,AFA,029,AFA150,004,AFA150a,052,AFAa,029,AFB,021,AFB150,011,AFC,027,AFC150,018,AFD,023,AFD150,011,AGA,10034,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0405,AJAa,0409,AJAc,0402,AJT,202008121056,ARG10,186,ARG20,152,ARG30,098,ARG40,124,ARG50,141,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9750,ED
BG,001,57495,394827,1162815,00444,14,YIIP,000,20200812105700,001,043,03,AAA,0320,AAA5i,0320,AB10,0291,AB20,0275,AB30,0266,AB40,0261,AB50,0270,ADA,060,ADB,0232,AEA,121,AEA150,221,AEB,121,AEB150,221,AEC,115,AEC150,228,AED,118,AED150,218,AEF,121,AEF150,221,AFA,028,AFA150,035,AFA150a,050,AFAa,041,AFB,033,AFB150,016,AFC,027,AFC150,014,AFD,024,AFD150,012,AGA,10034,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0409,AJAa,0413,AJAc,0403,AJT,202008121057,ARG10,185,ARG20,152,ARG30,098,ARG40,124,ARG50,141,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9738,ED
BG,001,57495,394827,1162815,00444,14,YIIP,000,20200812105800,001,043,03,AAA,0320,AAA5i,0320,AB10,0291,AB20,0275,AB30,0266,AB40,0261,AB50,0270,ADA,060,ADB,0233,AEA,127,AEA150,235,AEB,127,AEB150,235,AEC,124,AEC150,228,AED,117,AED150,219,AEF,127,AEF150,235,AFA,016,AFA150,004,AFA150a,035,AFAa,040,AFB,028,AFB150,006,AFC,030,AFC150,011,AFD,025,AFD150,013,AGA,10033,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0405,AJAa,0411,AJAc,0403,AJT,202008121058,ARG10,185,ARG20,152,ARG30,098,ARG40,124,ARG50,141,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9758,ED
BG,001,57495,394827,1162815,00444,14,YIIP,000,20200812105900,001,043,03,AAA,0320,AAA5i,0320,AB10,0291,AB20,0275,AB30,0266,AB40,0261,AB50,0270,ADA,060,ADB,0232,AEA,105,AEA150,211,AEB,105,AEB150,211,AEC,116,AEC150,222,AED,115,AED150,218,AEF,105,AEF150,211,AFA,035,AFA150,013,AFA150a,068,AFAa,035,AFB,023,AFB150,023,AFC,025,AFC150,014,AFD,026,AFD150,014,AGA,10033,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0406,AJAa,0408,AJAc,0404,AJT,202008121059,ARG10,185,ARG20,152,ARG30,098,ARG40,124,ARG50,141,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9743,ED
BG,001,57495,394827,1162815,00444,14,YIIP,000,20200812110000,001,043,03,AAA,0319,AAA5i,0320,AB10,0291,AB20,0275,AB30,0266,AB40,0261,AB50,0270,ADA,059,ADB,0230,AEA,106,AEA150,224,AEB,106,AEB150,224,AEC,105,AEC150,217,AED,114,AED150,219,AEF,106,AEF150,224,AFA,023,AFA150,038,AFA150a,038,AFAa,035,AFB,018,AFB150,013,AFC,020,AFC150,018,AFD,025,AFD150,015,AGA,10032,AHA,000,AHA5,0000,AHC,000,AHC5,0000,AJA,0409,AJAa,0412,AJAc,0405,AJT,202008121100,ARG10,185,ARG20,152,ARG30,098,ARG40,124,ARG50,141,0000000000000000000000000000000000000000000,z,1,rL,1,xA,7,9749,ED
BG,001,57495,394827,1162815,00444,14,YIIP,000,20200812110000,160,064,03,AAAa,0322,AAAb,1049,AAAc,0308,AAAd,1001,AAAi,0316,AB10a,0291,AB10b,1052,AB10c,0283,AB10d,1001,AB10i,0288,AB20a,0275,AB20b,1049,AB20c,0273,AB20d,1001,AB20i,0274,AB30a,0266,AB30b,1001,AB30c,0266,AB30d,1001,AB30i,0266,AB40a,0261,AB40b,1001,AB40c,0261,AB40d,1001,AB40i,0261,AB50a,0270,AB50b,1001,AB50c,0270,AB50d,1001,AB50i,0270,ADAc,058,ADAd,1052,ADAi,062,AEB150i,228,AEBi,122,AEE150b,205,AEEb,080,AEG150a,217,AEGa,122,AFA150e,111,AFA150f,1014,AFAe,046,AFAf,1013,AFB150i,011,AFBi,025,AFD150a,021,AFD150b,1022,AFDa,030,AFDb,1025,AGAa,10039,AGAb,1001,AGAc,10032,AGAd,1100,AHB,0000,AHD,0000,AJAA,0198,AJAe,0722,AJAf,1033,AJAi,0550,ARB10,186,ARB20,152,ARB30,098,ARB40,124,ARB50,141,0000000000000000000000000000000000000000000000000000000000000000,z,1,rL,1,xA,7,6362,ED
